,similarity
edelweiss biergarten,-0.10124939533827441
doner kebab chef rd,-0.10126390582731032
xo confections,-0.10456786288118475
chuck e cheeses,-0.11130216611928304
yoasis,-0.11511658082722231
el super,-0.11704220010290883
la cocina economica,-0.11849698504021905
bri,-0.1207510394073224
blue fin,-0.12927169042416384
kiss pollos estilo sinaloa,-0.13443099978379322
jays gyros,-0.13549799635701257
queso good,-0.1365053179987596
guanaquito restaurant,-0.13657899320652503
el charro hipster bar cafe,-0.13980159020696484
el centro cocina,-0.14118014266131848
golden nugget chinese buffet,-0.14380777402058859
mandys fish chips,-0.1490410029777609
arizona matsuri,-0.1499464252257584
true brew coffee,-0.15238513089905933
dillys deli,-0.1591759819346144
jets pizza,-0.15973710702564864
el caprichoso hot dogs estilo sonora,-0.16042165299186742
antojos your way,-0.16125135336424531
dunkin donuts,-0.17046936866812876
hola cabrito,-0.1708333051121605
the pizza buffet,-0.17087941258610118
flame broiler,-0.17251207304440963
mama lolas tortillas,-0.17403077125683164
caps sports grill,-0.17875980140586353
antigua bakery,-0.18789152470412335
senor sushi,-0.1886813499702003
tortas el manantial,-0.18956023128340566
cicis pizza,-0.19140582578722645
cookin on wood,-0.19184621120303538
armandos mexican,-0.19353259461181982
roosevelt diner,-0.1940915122674107
56th st deli market,-0.19622732597036957
petes fish chips,-0.20102795789672334
scooters coffee,-0.20378782323707964
imperio 667 mariscos sushi,-0.2038879728197082
veggie village,-0.20759486651851702
premium burger,-0.21109492790875975
modern burger,-0.21700687064818205
dick clarks bar and grill,-0.2173334657471196
grandpas pizza,-0.22361199359535586
hana sushi,-0.22755622023943933
taylor place cafeteria,-0.23062456519108235
mikas greek,-0.23114601643145946
el jacal mexican restaurant,-0.23341592126687866
the refuge cafe,-0.23788233895332547
salvadoreo restaurant,-0.23814053375616295
the larder the delta,-0.24093762696706297
press coffee,-0.2420992436295579
white cup coffee,-0.24578467269733587
peter piper pizza,-0.24813332696814397
la taqueria de jalisco,-0.24880804674697912
deluxburger express,-0.24916881112244493
la parilla villa catering,-0.25761852060672874
las 15 salsas,-0.2604405895458368
pizza by napoli,-0.26089171675208955
stacys off da hook bbq and soul food,-0.2611795261415354
el taco tote,-0.2664326308704554
frys food store,-0.26968949441550893
garden grill bar hilton garden,-0.2718065394825894
angie jimmies italian pizza,-0.2770645178819417
rimrock bar grille,-0.27918341239076444
ohso brewery sky harbor,-0.28433655821658965
birrieria las marias,-0.284568239809556
bean sprouts cafe,-0.2852793438105802
tastybox,-0.2856145941452432
little caesers,-0.28646996318101764
rinaldis italian deli,-0.290039611270424
the cupcake cafe,-0.29290190455369225
cheese n stuff,-0.29430126424096975
the liberty kitchen,-0.2997412779295502
senor pizza,-0.29997982841631166
pizza divino,-0.30233072797730615
27th ave bar n grill,-0.3024519342112486
pala,-0.30332050402837996
churchs chicken,-0.306264382159402
raspados imperial,-0.3063047910999079
la madeleine phx term 4 b19,-0.3086823083055213
fme caffe,-0.3117849633299319
whipples fun center,-0.3131169314040051
el kora,-0.3151956005964682
clamatos la cruda,-0.316053813207962
palermos pizza,-0.31714297249298484
cicis,-0.31975705056413534
la villa df,-0.3203605997090506
lets do lunch,-0.32175262394350046
cafe chenar,-0.32500488213531825
giant manhattan pizza pasta,-0.3273180122597184
greenmix,-0.3275343837385752
foothills golf club,-0.33142058312262246
salvadoreno restaurant 2,-0.33165064066561284
q up barbeque,-0.33216189434642773
barrio avion,-0.33583748055530777
tortas el tri,-0.33595716902312595
costco,-0.3365136617956184
marisas mexican seafood cocina,-0.33754997096093603
d taco pit,-0.33923741266522983
dons ny pizza,-0.33990786619803914
hyatt regency phoenix,-0.34663353700764615
squaw peak cafe,-0.35519103387574635
al aruba,-0.36457491801031316
twenty6,-0.36767927388891136
charr an american burger bar,-0.36880188186155666
zpizza,-0.370005191662182
jk sushi,-0.3768166201528384
the hatter and hare,-0.37693555127099654
zesty zzeeks pizza and wings,-0.37767734994913854
the churchill,-0.37914828066954315
the refuge coffee wine,-0.3852198705905432
rbg bar grill,-0.38593565024239734
pei wei asian diner,-0.38612631547803195
the beaver bar grill,-0.3895390158909617
tutti santi,-0.3992826798049074
new hong kong,-0.40076867644027564
isas pizza,-0.401865279393564
pizza mia,-0.4026420801937318
the purple turtle,-0.40555890921816773
the teapot,-0.4142215093701175
wtf burgers,-0.41555520756785885
dirty drummer,-0.41563225571804324
kovo modern mediterranean,-0.4159401652227542
pak crepes coffee,-0.4181392971372114
powered up nutrition,-0.4229190660923745
la hawaiiana,-0.42372792505096535
asadero toro,-0.4245363690366242
famous famiglia pizzeria,-0.42557020731982553
la madeleine,-0.4297965440613451
dust cutter,-0.4353444777524808
ciros tacos,-0.4368633344127563
dk dogs,-0.43871167940857925
naked bbq,-0.441848349339123
el lorito,-0.44336200531440323
villa italian kitchen,-0.4478302970279917
fox news sky box,-0.4481034150606691
central cafe,-0.4553005743999935
sunfare,-0.460305008506108
elevate coffee,-0.4687074980862448
ahipoki,-0.47029949025356343
lifeboat coffee,-0.47127629595023235
realeza michoacana,-0.4766529908875395
be coffee food stuff,-0.47695914083105023
la carreta de lily,-0.4804617483484655
waba grill,-0.48382127766806476
corridors cafe,-0.4928031637096972
la botana,-0.5000713301626277
samarkand restaurant,-0.5057612338066935
tacos chava,-0.5124769036293628
tacolandia,-0.5163788753653334
tacos mexico,-0.5190677566955494
which wich,-0.5206631608924455
flyin hawaiian,-0.5237780412225298
flavor chalet,-0.5255507215085484
el tacazo,-0.527057323643974
sushi mocorito,-0.5539062224262881
la korita taqueria,-0.5600586047902747
la flor de calabaza,-0.5606298505578826
satay hut,-0.5691698364829537
caf 51,-0.5698309375417568
sakura sushi,-0.5790749725150051
great american grill,-0.58191389417286
the newton,-0.5890473587644153
el pollo correteado,-0.5902896292349091
mariscos acapulco,-0.592210346952904
birrieria obregon,-0.5935926479206224
marys restaurant,-0.5960927861590694
sushi sonora,-0.604670776473219
da valley grill,-0.6156863448112335
pupusas dona mary,-0.6369849117102215
san salvador,-0.6385213416550825
restaurante y pupuseria los 3 hermanos,-0.6482198206168935
el king sushi,-0.6538538691404708
o2 sushi,-0.6828377225866736
el carbonero,-0.7007008563178415
han korean bbq,-0.7012252730251544
1 sushi,-0.7517423582741156
thai thai kitchen,-0.7987333083953898
