,similarity
audi quattro lounge,-0.02732926722490909
centrico,-0.027834832528756216
la salsitas,-0.028621445969933327
hola cabrito,-0.034935519051231316
mandys fish and chips,-0.04060005640410681
premium burger,-0.04412855361762735
salvadoreo restaurant,-0.04471434226593107
armandos mexican,-0.0571559854572633
senor sushi,-0.05861408671364332
hava java,-0.0661068662443074
613 grill,-0.06767186225996469
chuck e cheeses,-0.07360263213166958
birrieria las marias,-0.07619672624210908
ni de aqui ni de alla,-0.07752680453104183
mama lolas tortillas,-0.07886607794398376
scooters coffee,-0.08139655660364697
dillys deli,-0.08329292368555358
short leash hot dogs,-0.08435066387646403
el super,-0.08666703682293078
la parilla villa catering,-0.08694290751957999
el charro hipster bar cafe,-0.08763861970636369
caps sports grill,-0.08864924033275381
michaels at park central,-0.0932283426765114
manuels mexican restaurant cantina,-0.09514877976582016
the cupcake cafe,-0.09515575037363673
new hong kong,-0.10324216239594863
guanaquito restaurant,-0.10489708351557989
deluxburger express,-0.10571331738489426
el centro cocina,-0.10656681561583876
mariscos altata,-0.10743070036882735
las 15 salsas,-0.10790981955241931
lets do lunch,-0.10915675443322068
muse market,-0.110391035823216
churchs chicken,-0.1137362629073233
el jacal mexican restaurant,-0.11920170996167423
authentic thai kitchen,-0.11921903705745339
jays gyros,-0.12074616855509845
the refuge cafe,-0.12366519256445
jimmys hot dogs,-0.12381081856916355
veggie village,-0.13112571550741536
el taco tote,-0.13373504881230303
rinaldis italian deli,-0.1346647879638859
urbo,-0.14286377917180967
q up barbeque,-0.15156367028427176
cafe chenar,-0.1567016122730451
d taco pit,-0.15780358610320233
jk sushi,-0.15951920869809927
dunkin donuts,-0.1620748405185917
rays pizza,-0.16446796219056398
hana sushi,-0.16450600509578756
garden grill bar hilton garden,-0.16732578686343302
la taqueria de jalisco,-0.16994392532460217
al aruba,-0.17067052604823002
petes fish chips,-0.17140996167167138
taylor place cafeteria,-0.17934398797146972
roosevelt diner,-0.17976837140140217
angie jimmies italian pizza,-0.19228524677295028
cicis,-0.19513372755714886
doner kebab chef rd,-0.20008635271707093
rays pizza ii,-0.20194747832794835
the larry,-0.20324308834739785
grandpas pizza,-0.20741593663723884
cookin on wood,-0.20817900969007808
tortas el manantial,-0.2108090059070416
antojos your way,-0.2123500534412915
pizza by napoli,-0.2132748885841561
golden nugget chinese buffet,-0.21656072650343677
salvadoreno restaurant 2,-0.2319171994060144
whipples fun center,-0.23357910673843593
little caesers,-0.23503476675582363
villa italian kitchen,-0.23660310014143915
hyatt regency phoenix,-0.23683055497756889
la villa df,-0.2391710085159501
clamatos la cruda,-0.2395214626633893
bean sprouts cafe,-0.24021887827293228
el tacazo,-0.24404744172519033
fme caffe,-0.24935554453539274
greenmix,-0.251848564401648
costco,-0.2558297568341328
ciros tacos,-0.2575126739700901
the larder the delta,-0.2655239310171497
jets pizza,-0.27069180139925525
modern burger,-0.2719048409507764
marisas mexican seafood cocina,-0.27246712215169
pala,-0.27675622643354775
the refuge coffee wine,-0.2775300037339944
powered up nutrition,-0.2805459100714437
press coffee,-0.2813757930678074
white cup coffee,-0.2912625855809024
cicis pizza,-0.2915049104606756
naked bbq,-0.29161700482311836
barrio avion,-0.2974725074275199
el pollo correteado,-0.29816432376964386
imperio 667 mariscos sushi,-0.29982768870049625
stacys off da hook bbq and soul food,-0.3194020612566594
pak crepes coffee,-0.3227182365438488
tacos chava,-0.3243745033076482
flavor chalet,-0.33210691991520824
flame broiler,-0.3343047802715858
56th st deli market,-0.33563672056228455
rbg bar grill,-0.33807651496735686
charr an american burger bar,-0.3403066520153808
be coffee food stuff,-0.35104241571953143
foothills golf club,-0.3525164236649061
la madeleine phx term 4 b19,-0.35413842085703506
la hawaiiana,-0.357715525689543
caf 51,-0.3603483124310569
wtf burgers,-0.36043339295479304
27th ave bar n grill,-0.36074136080600355
pei wei asian diner,-0.3664823558027326
rimrock bar grille,-0.3667494458431426
sunfare,-0.369402012619773
el kora,-0.3697831756823094
central cafe,-0.37203091313590186
fox news sky box,-0.3723779997752382
marys restaurant,-0.3742812511106868
tutti santi,-0.37746657458859634
el lorito,-0.3780578523556333
giant manhattan pizza pasta,-0.37996560635952403
the hatter and hare,-0.3865247048004994
great american grill,-0.38815484870803585
pizza divino,-0.39006178284071186
dick clarks bar and grill,-0.39201650559705725
isas pizza,-0.3977579983825022
tastybox,-0.402894874916533
squaw peak cafe,-0.4046489038663444
the beaver bar grill,-0.40822129752198316
la botana,-0.40912267836573424
dons ny pizza,-0.40913035914542634
la carreta de lily,-0.4092419634974328
the liberty kitchen,-0.40929777536530043
the purple turtle,-0.41371771110757294
peter piper pizza,-0.41862678290902655
senor pizza,-0.42153735038633366
tortas el tri,-0.42511150155484434
asadero toro,-0.4331469658290521
raspados imperial,-0.4349130419497005
mariscos acapulco,-0.43577318906953166
la madeleine,-0.4394875848871004
pupusas dona mary,-0.44527174303664674
which wich,-0.446363564884355
la flor de calabaza,-0.4484808331657407
corridors cafe,-0.450404269486701
tacos mexico,-0.45390629444906067
samarkand restaurant,-0.4558646118419275
el king sushi,-0.45898842362186654
ohso brewery sky harbor,-0.45956294346510496
palermos pizza,-0.45964254103927743
la korita taqueria,-0.4602278295049207
elevate coffee,-0.46425972850170905
restaurante y pupuseria los 3 hermanos,-0.4652304648642734
birrieria obregon,-0.46543708752482005
lifeboat coffee,-0.46663664454220877
frys food store,-0.4697424950911778
dk dogs,-0.4764031433070186
el carbonero,-0.48387860306455827
the teapot,-0.4853893403255345
da valley grill,-0.48616637282972763
kovo modern mediterranean,-0.48865984394509887
tacolandia,-0.49353270748086275
realeza michoacana,-0.49633149246380054
waba grill,-0.496977699007973
san salvador,-0.4977712709726866
thai thai kitchen,-0.500915683112864
zesty zzeeks pizza and wings,-0.5015647533349931
satay hut,-0.5144178593102728
dust cutter,-0.5165138171901829
sakura sushi,-0.5175174246141345
the churchill,-0.5184937659535809
ahipoki,-0.5292768522041121
the newton,-0.5458192083341787
han korean bbq,-0.5473167701773518
sushi sonora,-0.5533286626579779
sushi mocorito,-0.5537356644674156
flyin hawaiian,-0.5690919241496181
famous famiglia pizzeria,-0.5800071445147497
zpizza,-0.5870788419493541
dirty drummer,-0.6052828448454586
o2 sushi,-0.6124312553766345
twenty6,-0.6136763520548387
pizza mia,-0.6220483197356133
1 sushi,-0.6405253810250153
